"","SampleNumber","Date","re","cv"
"55",1,1595030400,0.242374727668845,NA
"56",1,1595030400,0.325945626477541,NA
"57",1,1595030400,0.242374727668845,NA
"58",2,1595030400,0.10967993754879,0.453740651159518
"59",2,1595030400,0.344540229885057,0.185310742655785
"60",2,1595030400,0.211272475795297,0.0293405303396908
"61",3,1595030400,0.0800189393939394,0.297902880202689
"62",3,1595030400,0.24781181619256,0.731596603203214
"63",3,1595030400,0.264412416851441,0.723630080503547
"64",4,1595030400,0.186167446697868,0.083934643566761
"65",4,1595030400,0.352906287069988,0.644524497424232
"66",4,1595030400,0.0883293365307753,0.446850390816646
"67",5,1595030400,0.00573192239858912,0.372161203318245
"68",5,1595030400,0.13124619134674,0.359689504261316
"69",5,1595030400,0.0790536175710594,0.380947690385343
"70",6,1595030400,0.0375527426160337,0.273993767304498
"71",6,1595030400,0.0155832591273376,0.245663765692894
"72",6,1595030400,0.0560185185185186,0.561336588360405
"73",7,1595030400,0.113458856345886,0.469956251709704
"74",7,1595030400,0.149787007454739,0.324158839994423
"75",7,1595030400,0.201972297500753,0.464779377472732
"76",8,1595030400,0.0560185185185186,0.531245915016974
"77",8,1595030400,0.146172562230956,0.31854609289972
"78",8,1595030400,0.0483938256153525,0.469115628262684
"79",9,1595030400,0.00364006988934179,0.479771529438682
"80",9,1595030400,0.0336858006042297,0.423780711411725
"81",9,1595030400,0.0848129359543437,0.485113208021512
"82",1,1595635200,0.417652859960552,NA
"83",1,1595635200,0.20393634840871,NA
"84",1,1595635200,0.417652859960552,NA
"85",2,1595635200,0.144345238095238,1.25258915524474
"86",2,1595635200,0.102684144818976,0.360174240604384
"87",2,1595635200,0.302083333333333,0.0307437730950673
"88",3,1595635200,0.442397207137316,0.235311610712774
"89",3,1595635200,0.796875,0.658862656401165
"90",3,1595635200,0.0629074315514993,0.325590419649011
"91",4,1595635200,0.131944444444444,0.642091958831353
"92",4,1595635200,0.279989982469321,0.528739892943472
"93",4,1595635200,0.254795230689476,0.472882721369298
"94",5,1595635200,0.187853107344633,0.595525786483789
"95",5,1595635200,0.0362697774202198,0.672716237388041
"96",5,1595635200,0.14495598382108,0.448568528401222
"97",6,1595635200,0.0109001406469761,0.555989433380848
"98",6,1595635200,0.080015026296018,0.674253695498111
"99",6,1595635200,0.229683490162532,0.509502935930081
"100",7,1595635200,0.101170934558984,0.477199349783176
"101",7,1595635200,0.0805464181286549,0.595068695528654
"102",7,1595635200,0.0826877555412095,0.759619505278946
"103",8,1595635200,0.0590738013418425,0.6667268796436
"104",8,1595635200,0.103523542251325,0.632677385095807
"105",8,1595635200,0.0654965057695433,0.546234019001164
"106",9,1595635200,0.132293762575453,0.499064868072071
"107",9,1595635200,0.00725138121546961,0.675643116196233
"108",9,1595635200,0.0282546494992847,0.70336525919135
"109",1,1596240000,0.633505154639175,NA
"110",1,1596240000,0.538349514563107,NA
"111",1,1596240000,0.561083743842364,NA
"112",2,1596240000,0.235464414957781,0.752313849223806
"113",2,1596240000,0.424269662921348,0.181146456303969
"114",2,1596240000,0.386870897155361,0.139255164785097
"115",3,1596240000,0.780337078651685,0.216711253056021
"116",3,1596240000,0.0694038245219347,1.02501851615899
"117",3,1596240000,0.310087082728592,0.660356624182063
"118",4,1596240000,1.02169059011164,0.553895349318109
"119",4,1596240000,0.313575129533679,0.225297462366758
"120",4,1596240000,0.0965074839629366,0.555595038945673
"121",5,1596240000,0.105812641083521,0.73783471523554
"122",5,1596240000,0.158260233918128,0.295765961127783
"123",5,1596240000,0.437840290381125,0.561703423641556
"124",6,1596240000,0.0616415410385259,0.678041558077664
"125",6,1596240000,0.563651315789474,0.43431891589749
"126",6,1596240000,0.0102030192608018,0.769558644998207
"127",7,1596240000,0.147135717031911,0.67363016486782
"128",7,1596240000,0.0901148482362593,0.761616279875496
"129",7,1596240000,0.0568452380952382,0.633611777167042
"130",8,1596240000,0.107638155579022,0.690736337407292
"131",8,1596240000,0.0662246777163905,0.755423660556212
"132",8,1596240000,0.0893678160919541,0.717084197652179
"133",9,1596240000,0.00101576182136612,0.773320604679914
"134",9,1596240000,0.0374282821464733,0.73448943717443
"135",9,1596240000,0.0413109243697479,0.729085219086844
"136",1,1596844800,0.168715846994536,NA
"137",1,1596844800,0.358695652173913,NA
"138",1,1596844800,0.0282451923076923,NA
"139",2,1596844800,0.0870393900889454,0.0808635454978263
"140",2,1596844800,0.0344243792325056,0.0861936031243196
"141",2,1596844800,0.32690794649882,0.0700987052946538
"142",3,1596844800,0.116840731070496,0.213221789903126
"143",3,1596844800,0.0694343727338652,0.193512612478551
"144",3,1596844800,0.0853528153955809,0.369181317549786
"145",4,1596844800,0.171917808219178,0.12135471008411
"146",4,1596844800,0.0835972134262191,0.232290083074015
"147",4,1596844800,0.0740740740740741,0.46137210222197
"148",5,1596844800,0.107738840216938,0.370101974030885
"149",5,1596844800,0.162996193583469,0.292138641542477
"150",5,1596844800,0.115488006617039,0.294777814230933
"151",6,1596844800,0.0991434689507494,0.250370779980699
"152",6,1596844800,0.137632978723404,0.166583652179263
"153",6,1596844800,0.0751351351351351,0.26567597811426
"154",7,1596844800,0.018452380952381,0.272109977321901
"155",7,1596844800,0.0344243792325056,0.249470561961202
"156",7,1596844800,0.0926515151515152,0.29765793265588
"157",8,1596844800,0.0420219244823386,0.3384724682326
"158",8,1596844800,0.00647058823529412,0.269775908909925
"159",8,1596844800,0.0512891599667314,0.313998887865611
"160",9,1596844800,0.00677244582043348,0.337041422615976
"161",9,1596844800,0.0585106382978723,0.297256844518293
"162",9,1596844800,0.062,0.285673120866719
"163",1,1597449600,1.90776699029126,NA
"164",1,1597449600,0.129360465116279,NA
"165",1,1597449600,0.477312390924956,NA
"166",2,1597449600,0.0307443365695793,0.979422984944474
"167",2,1597449600,0.435969868173258,0.111858699848719
"168",2,1597449600,0.275695284159613,0.374501535864217
"169",3,1597449600,0.32392776523702,0.414391867961305
"170",3,1597449600,0.0521077283372365,0.755574253567621
"171",3,1597449600,0.190540540540541,0.484734081008808
"172",4,1597449600,0.212360289283366,0.466640094483185
"173",4,1597449600,0.196803196803197,0.739245439087109
"174",4,1597449600,0.278313253012048,0.258412436751686
"175",5,1597449600,0.0719398711524697,0.517192674203001
"176",5,1597449600,0.028858625162127,0.570054219230803
"177",5,1597449600,0.57465825446898,0.64676677040442
"178",6,1597449600,0.0123943661971832,0.541619515951477
"179",6,1597449600,0.0702799285288863,0.658560519246078
"180",6,1597449600,0.086890243902439,0.538963687123792
"181",7,1597449600,0.0739840989399294,0.505452195756326
"182",7,1597449600,0.0916377816291161,0.507535426694474
"183",7,1597449600,0.0647536820721179,0.722886849830078
"184",8,1597449600,0.0734725444702243,0.58274568049525
"185",8,1597449600,0.12593984962406,0.681214744423397
"186",8,1597449600,0.0881017257039055,0.686745293780731
"187",9,1597449600,0.0679460580912862,0.547764255624956
"188",9,1597449600,0.0705172413793104,0.542310998217036
"189",9,1597449600,0.0705172413793104,0.542310998217036
"190",1,1598054400,0.317867317867318,NA
"191",1,1598054400,0.241971958389869,NA
"192",1,1598054400,0.104084321475626,NA
"193",2,1598054400,0.0269607843137254,0.71490575303787
"194",2,1598054400,0.00148942508191845,0.734278891634288
"195",2,1598054400,0.336894164193868,0.0394469064875581
"196",3,1598054400,0.0213284582571602,0.549550989370186
"197",3,1598054400,0.178833904948555,0.41430023445143
"198",3,1598054400,0.234167893961708,0.185268713187174
"199",4,1598054400,0.0498866213151928,0.439513169943462
"200",4,1598054400,0.136861078923651,0.270544926065419
"201",4,1598054400,0.152893606267374,0.562308921854805
"202",5,1598054400,0.157111245222289,0.338349592971086
"203",5,1598054400,0.00155372295924467,0.475378922327588
"204",5,1598054400,0.146552602097973,0.335927872936
"205",6,1598054400,0.152682255845942,0.565706864021544
"206",6,1598054400,0.158258465791292,0.623778545900382
"207",6,1598054400,0.0458297751209793,0.479094912246712
"208",7,1598054400,0.109795887396616,0.397761290708366
"209",7,1598054400,0.178976987237464,0.547898560068308
"210",7,1598054400,0.192640032530243,0.609619310768791
"211",8,1598054400,0.0260177532904805,0.559848781846125
"212",8,1598054400,0.076169837065575,0.524987948445879
"213",8,1598054400,0.00526745307515401,0.478594042334967
"214",9,1598054400,0.0743589743589743,0.499763257562486
"215",9,1598054400,0.169574319609211,0.525449145041421
"216",9,1598054400,0.0594837261503929,0.49365439598584
"217",1,1598659200,4.77777777777778,NA
"218",1,1598659200,0.587301587301587,NA
"219",1,1598659200,0.124128312412831,NA
"220",2,1598659200,0.138418079096045,0.032958366919712
"221",2,1598659200,0.149376114081997,0.0317630853581123
"222",2,1598659200,0.183553597650514,0.168210423718386
"223",3,1598659200,0.000620732464307954,0.892394835089739
"224",3,1598659200,0.261345852895149,0.17052338613769
"225",3,1598659200,0.0984340044742729,0.654175244268655
"226",4,1598659200,0.181518151815181,0.664354417299174
"227",4,1598659200,0.119486549228458,0.480350791605895
"228",4,1598659200,0.209529169011443,0.152219120080048
"229",5,1598659200,0.121430128624373,0.633871008242193
"230",5,1598659200,0.134171232140939,0.615768051660115
"231",5,1598659200,0.0138364779874215,0.548508447112653
"232",6,1598659200,0.00718525460793509,0.479372052813047
"233",6,1598659200,0.447687471935339,0.40012896323308
"234",6,1598659200,0.450945094509451,0.399120249801724
"235",7,1598659200,0.417766051011434,0.35655866552218
"236",7,1598659200,0.122823383084577,0.676167317233249
"237",7,1598659200,0.176951130561634,0.558720245732766
"238",8,1598659200,0.057742782152231,0.684209768795058
"239",8,1598659200,0.0443796566245547,0.669001657981129
"240",8,1598659200,0.134212840809147,0.561172259834115
"241",9,1598659200,0.0649636643911034,0.644665473922357
"242",9,1598659200,0.0485933503836317,0.657992763217384
"243",9,1598659200,0.106265015708741,0.556271416468726
"244",1,1599264000,2.53183902190525,NA
"245",1,1599264000,0.0416165865384615,NA
"246",1,1599264000,0.0425355613865489,NA
"247",2,1599264000,0.975213675213675,0.62330153304592
"248",2,1599264000,1.26457618814307,1.04789922137624
"249",2,1599264000,0.0550102716274822,0.325926567787271
"250",3,1599264000,0.200837623914547,0.625567094950845
"251",3,1599264000,0.408749786798567,1.12031608760423
"252",3,1599264000,2.81843216449422,0.541997364246943
"253",4,1599264000,0.17508477601285,0.573251600142175
"254",4,1599264000,0.363214695752009,0.956680729847173
"255",4,1599264000,0.602727850661735,0.48058705390422
"256",5,1599264000,0.0757232369017465,1.42233591209989
"257",5,1599264000,0.0494051403142312,0.743203284985823
"258",5,1599264000,0.272810721498072,0.491078755215
"259",6,1599264000,0.612825682382134,0.580536994293194
"260",6,1599264000,0.192193052848791,0.891824746507949
"261",6,1599264000,0.108429603274964,1.20428025082213
"262",7,1599264000,0.0407454268619587,0.646735055426295
"263",7,1599264000,0.0667115384615386,1.16675220519754
"264",7,1599264000,0.0364113953786357,0.660232134509675
"265",8,1599264000,0.323754743549965,0.869945869140744
"266",8,1599264000,0.466641986408229,0.560614768285782
"267",8,1599264000,0.188098451256346,0.736857470635283
"268",9,1599264000,0.0973409306742639,1.24448605189877
"269",9,1599264000,0.185098602585869,0.906398708368866
"270",9,1599264000,0.185651640520999,0.905707740738855
"271",1,1599868800,0.158339594290007,NA
"272",1,1599868800,0.435411516982514,NA
"273",1,1599868800,0.00292730525288663,NA
"274",2,1599868800,0.382580428203116,0.535343481687472
"275",2,1599868800,0.377484922939468,0.528158382016488
"276",2,1599868800,0.101544289044289,0.836289750826398
"277",3,1599868800,0.308709785898442,0.394048277206921
"278",3,1599868800,0.398095669916119,0.359206136259967
"279",3,1599868800,0.0816135632855889,0.491762143615426
"280",4,1599868800,0.0548191225519541,0.604987637050068
"281",4,1599868800,0.058940220501278,0.455189876096133
"282",4,1599868800,0.191000918273646,0.337467003189708
"283",5,1599868800,0.147709997512369,0.498617203102561
"284",5,1599868800,0.326008428657435,0.490054010981508
"285",5,1599868800,0.210148825533441,0.445765469051065
"286",6,1599868800,0.0738386063275932,0.379256682725607
"287",6,1599868800,0.151193999036543,0.462417487705291
"288",6,1599868800,0.205897501931496,0.35333513468666
"289",7,1599868800,0.00141105713624802,0.561985733614876
"290",7,1599868800,0.00678669714072477,0.44241839328215
"291",7,1599868800,0.140829809725159,0.316777778842202
"292",8,1599868800,0.0625659580883461,0.471786268181346
"293",8,1599868800,0.0941040377517857,0.436861968078095
"294",8,1599868800,0.107622182831096,0.423856064944859
"295",9,1599868800,0.0758480325644505,0.455841199705528
"296",9,1599868800,0.0257628121014988,0.396736821241762
"297",9,1599868800,0.0717940999397953,0.430458800279161
"298",1,1600473600,0.647010647010647,NA
"299",1,1600473600,1.00165892501659,NA
"300",1,1600473600,4.22337662337662,NA
"301",2,1600473600,0.454786592717627,0.165054102770335
"302",2,1600473600,0.421766425456462,1.25765855546832
"303",2,1600473600,0.421766425456462,1.25765855546832
"304",3,1600473600,0.353745625937299,0.96402356676142
"305",3,1600473600,0.367411135577225,0.936140182233055
"306",3,1600473600,0.117774209486166,0.343737245209321
"307",4,1600473600,0.64577508013367,0.738714468131308
"308",4,1600473600,0.258644969488343,0.404237481589869
"309",4,1600473600,0.122823597833594,1.25352463984691
"310",5,1600473600,0.198022161324914,0.499142745979539
"311",5,1600473600,0.238605567873861,0.46822749798645
"312",5,1600473600,0.117015367524533,0.343492817197952
"313",6,1600473600,0.255659969977998,0.732499552405898
"314",6,1600473600,0.137876009240955,0.950196055623711
"315",6,1600473600,0.174428682205902,0.870265277887736
"316",7,1600473600,0.0661197231374804,0.973266858931559
"317",7,1600473600,0.206531055368265,0.314232765703464
"318",7,1600473600,0.411983015145943,0.477299449152235
"319",8,1600473600,0.164447017950203,0.357659681160365
"320",8,1600473600,0.0731651111879248,0.886382513754498
"321",8,1600473600,0.040463923081898,1.01349679143771
"322",9,1600473600,0.0277544004154206,0.887153958993656
"323",9,1600473600,0.0441342159002887,0.857594715960988
"324",9,1600473600,0.274487712132949,0.463095892513496
"325",1,1601078400,0.202131569276002,NA
"326",1,1601078400,1.01018518518519,NA
"327",1,1601078400,0.21420581655481,NA
"328",2,1601078400,0.525114155251141,0.946286208753335
"329",2,1601078400,1.79948420373952,0.555290818494658
"330",2,1601078400,1.30100688924218,1.26582231417496
"331",3,1601078400,0.832067510548523,0.963819113780739
"332",3,1601078400,0.524578651685393,0.817259157656021
"333",3,1601078400,0.350583308405624,0.417800323997541
"334",4,1601078400,0.83438952260245,0.908898727802232
"335",4,1601078400,0.250280583613917,0.603250616945326
"336",4,1601078400,0.0943919344675488,0.511879477800173
"337",5,1601078400,0.185949961761171,0.753685872456463
"338",5,1601078400,0.0404843984796253,0.58833762753759
"339",5,1601078400,0.0364747445813042,0.677142389034177
"340",6,1601078400,0.0597998535513789,0.500435673860123
"341",6,1601078400,0.0755511518454297,0.622557249269711
"342",6,1601078400,0.0240503483928973,0.520358669881704
"343",7,1601078400,0.0629547416450858,0.468120239954924
"344",7,1601078400,0.144313063063063,0.553956539430041
"345",7,1601078400,0.335882559774965,0.800205378216258
"346",8,1601078400,0.181014551883585,0.603803505421291
"347",8,1601078400,0.0750851129681213,0.524123162728072
"348",8,1601078400,0.1312525010004,0.542615529142532
"349",9,1601078400,0.0483635300993572,0.631105742503422
"350",9,1601078400,0.0362533293873928,0.602793267500478
"351",9,1601078400,0.019274205691914,0.666282236640671
